HCPCS_Cd,HCPCS_Desc,Brnd_Name,Gnrc_Name,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spndng_Per_Dsg_Unt_2020,Avg_Spndng_Per_Clm_2020,Avg_Spndng_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spndng_Per_Dsg_Unt_2021,Avg_Spndng_Per_Clm_2021,Avg_Spndng_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spndng_Per_Dsg_Unt_2022,Avg_Spndng_Per_Clm_2022,Avg_Spndng_Per_Bene_2022,Outlier_Flag_2022,Tot_Spndng_2023,Tot_Dsg_Unts_2023,Tot_Clms_2023,Tot_Benes_2023,Avg_Spndng_Per_Dsg_Unt_2023,Avg_Spndng_Per_Clm_2023,Avg_Spndng_Per_Bene_2023,Outlier_Flag_2023,Tot_Spndng_2024,Tot_Dsg_Unts_2024,Tot_Clms_2024,Tot_Benes_2024,Avg_Spndng_Per_Dsg_Unt_2024,Avg_Spndng_Per_Clm_2024,Avg_Spndng_Per_Bene_2024,Outlier_Flag_2024,Avg_DY24_ASP_Price,Chg_Avg_Spndng_Per_Dsg_Unt_23_24,CAGR_Avg_Spnd_Per_Dsg_Unt_20_24
J0612,"Injection, calcium gluconate, not otherwise specified, 10 mg",Calcium Gluconate*,Calcium Gluconate*,,,,,,,,,,,,,,,,,,,,,,,,,18422.66,363729.5,5561,1570,0.050649342,3.312832224,11.73417834,0,201493.24,4711617,25471,11987,0.042765199,7.91069216,16.80931342,0,0.04325,-0.155661313,-0.155661313
J0613,"Injection, calcium gluconate (wg critical care), not therapeutically equivalent to j0612, 10 mg",Calcium Gluconate-NaCl,"Calcium Gluc In NaCl, Iso-Osm",,,,,,,,,,,,,,,,,,,,,,,,,666.51,4167,219,59,0.159949604,3.043424658,11.29677966,0,293334.32,3407826,15459,9830,0.086076672,18.97498674,29.84072431,0,0.0875,-0.461851298,-0.461851298
J0630,"Injection, calcitonin salmon, up to 400 units",Calcitonin-Salmon*,"Calcitonin,salmon,synthetic*",1998752.07,95499,128,27,20.92956021,15615.25055,74027.85444,0,2258904.52,95534,204,61,23.64503235,11073.06137,37031.22164,0,2106689.16,92664,189,65,22.73470992,11146.50349,32410.60246,0,1980209.51,88093,247,66,22.47862498,8017.042551,30003.17439,0,1389237.7,63988,144,58,21.71090986,9647.484028,23952.37414,0,1104.06575,-0.034153117,0.009205202
J0637,"Injection, caspofungin acetate, 5 mg",Cancidas*,Caspofungin Acetate*,23479.6,3459,253,23,6.787973403,92.80474308,1020.852174,0,54746.94,7653,485,44,7.153657389,112.8802887,1244.248636,0,29171.64,4549,236,23,6.412758848,123.6086441,1268.332174,0,45044.31,5948,438,31,7.573017821,102.8408904,1453.042258,1,14909.3,2350,239,21,6.344382979,62.38200837,709.9666667,0,6.27275,-0.162238472,-0.016753714
J0638,"Injection, canakinumab, 1 mg",Ilaris,Canakinumab/PF,2385523.1,25219,175,31,94.59229549,13631.56057,76952.35807,0,4056681.49,40674,246,38,99.7364776,16490.57516,106754.7761,0,7130945.89,66513,370,71,107.2113104,19272.82673,100435.8576,0,12350189.22,110135,555,95,112.136825,22252.59319,130001.9918,0,21390123.81,182651,902,225,117.109262,23714.10622,95067.21693,0,125.79125,0.044342588,0.054833393
J0640,"Injection, leucovorin calcium, per 50 mg",Leucovorin Calcium,Leucovorin Calcium,4544709.66,1477906.5,110355,15106,3.075099582,41.18263477,300.8546048,0,4782978.34,1445219.3,108591,14806,3.309517345,44.04580803,323.0432487,0,5544960.01,1349852.4,103738,14145,4.107826908,53.45158004,392.0084843,0,5172318,1307578.9,101043,13999,3.955645048,51.18927585,369.477677,0,5825821.65,1309684.6,99936,13722,4.448263078,58.29552564,424.5606799,0,4.52575,0.124535449,0.096687315
J0641,"Injection, levoleucovorin, not otherwise specified, 0.5 mg",Fusilev*,Levoleucovorin Calcium*,1435726.02,7846763,11803,1673,0.182970484,121.640771,858.1745487,0,423811.57,4235384,6499,986,0.100064497,65.21181259,429.8291785,0,553196.75,4196112,6155,850,0.131835554,89.87761982,650.8197059,0,1062511.1,2284162,3223,522,0.465164511,329.6652498,2035.461877,0,118806.46,1314410,1837,287,0.090387672,64.67417529,413.9597909,0,0.08625,-0.805686655,-0.161637119
J0642,"Injection, levoleucovorin (khapzory), 0.5 mg",Khapzory,Levoleucovorin,2125121.68,1087175,1631,217,1.954719047,1302.956272,9793.187465,0,1827628.59,1036792,1563,184,1.762772658,1169.308119,9932.764076,0,1136988.94,772357,1089,151,1.472102849,1044.066979,7529.72808,0,1105730.74,816497,1072,138,1.354237358,1031.465243,8012.541594,0,1018757.22,657910,786,110,1.54847505,1296.128779,9261.429273,0,1.5785,0.143429577,-0.056580243
J0665,"Injection, bupivicaine, not otherwise specified, 0.5 mg",Bupivacaine HCL*,Bupivacaine HCL*,,,,,,,,,,,,,,,,,,,,,,,,,8278.98,459592.1,19605,14807,0.018013756,0.422289212,0.559126089,0,325103.47,26040268.7,314624,212073,0.012484643,1.033307917,1.532979069,0,0.01275,-0.306938355,-0.306938355
J0670,"Injection, mepivacaine hydrochloride, per 10 ml",Polocaine*,Mepivacaine HCL*,16937.44,6319.5,2622,1572,2.680186724,6.459740656,10.77445293,0,17491.8,5908,2549,1615,2.96069736,6.862220479,10.83083591,0,19671.48,6557,2446,1498,3.000073204,8.042305805,13.13182911,0,18813.49,6540,2004,1196,2.876680428,9.387969062,15.73034281,0,14754,4439,1329,881,3.323721559,11.10158014,16.74687855,0,3.429,0.155401735,0.055273168
J0687,"Injection, cefazolin sodium (wg critical care), not therapeutically equivalent to j0690, 500 mg",Cefazolin Sodium (J0687),Cefazolin Sodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6391.96,6169,1550,1508,1.036142,4.123845161,4.238700265,0,1.0585,,
J0688,"Injection, cefazolin sodium (hikma), not therapeutically equivalent to j0690, 500 mg",Cefazolin Sodium (J0688),Cefazolin Sodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.85,588,76,64,1.057568027,8.182236842,9.71640625,0,1.04275,,
J0689,"Injection, cefazolin sodium (baxter), not therapeutically equivalent to j0690, 500 mg",Cefazolin Sodium-Dextrose,"Cefazolin Sodium/Dextrose,Iso",,,,,,,,,,,,,,,,,,,,,,,,,160.65,147,52,45,1.092857143,3.089423077,3.57,0,35638.35,29183,7083,6795,1.221202412,5.031533249,5.244790287,0,1.25025,0.117440116,0.117440116
J0690,"Injection, cefazolin sodium, 500 mg",Cefazolin Sodium (J0690)*,Cefazolin Sodium*,155340.71,175880.3,29187,18365,0.883218359,5.322256827,8.458519466,0,158292.28,183247,24716,16275,0.863819217,6.404445703,9.726100154,0,129126.11,141679,23039,15943,0.911399078,5.604675116,8.099235401,0,94744.6,118000.4,23554,16174,0.802917617,4.022442048,5.85783356,0,92041.42,110308.2,22550,15372,0.834402338,4.081659424,5.987602134,0,0.8,0.039212891,-0.014113645
J0692,"Injection, cefepime hydrochloride, 500 mg",Cefepime (J0692)*,Cefepime In Iso-Osm Dextrose*,344880.17,188020,22035,2779,1.834273854,15.6514713,124.1022562,0,362712.8,189132,21665,2650,1.917775945,16.74187861,136.8727547,0,352029.52,195248,22348,2727,1.802986561,15.75217111,129.0903997,0,205664.57,157385,20599,2469,1.306760937,9.98420166,83.29873228,0,190689.26,145813,19843,2293,1.307765837,9.609900721,83.16147405,0,1.27275,0.000769001,-0.081103805
J0694,"Injection, cefoxitin sodium, 1 gm",Cefoxitin*,Cefoxitin Sodium*,63727.67,9204,1579,838,6.923910256,40.35951235,76.0473389,0,47649.77,8152,1851,716,5.84516315,25.74271745,66.5499581,0,18563.32,3325,1147,582,5.582953384,16.18423714,31.89573883,0,8767.49,1736,924,518,5.050397465,9.488625541,16.92565637,0,17099.82,3668,1255,487,4.661892039,13.62535458,35.11256674,0,4.742,-0.076925713,-0.094157495
J0695,"Injection, ceftolozane 50 mg and tazobactam 25 mg",Zerbaxa,Ceftolozane/Tazobactam,693355.16,122922,1038,223,5.640610794,667.9722158,3109.215964,0,8379.7,1292,34,25,6.485835913,246.4617647,335.188,0,401269.8,63309,833,108,6.338274179,481.7164466,3715.461111,0,213774.15,29415.5,514,121,7.26739814,415.9030156,1766.728512,0,279921.55,36540,499,126,7.660688287,560.9650301,2221.599603,0,7.7825,0.05411705,0.079531736
J0696,"Injection, ceftriaxone sodium, per 250 mg",Ceftriaxone*,Ceftriaxone In Is-Osm Dextrose*,1487511.69,2558712.9,624122,390523,0.581351542,2.383366858,3.809024539,0,1304779.61,2404745.2,575680,362193,0.542585389,2.266501546,3.602442924,0,1212129.76,2402882.9,592301,380554,0.504448119,2.046475964,3.185171513,0,1249318.43,2410783.4,602935,386775,0.518220936,2.072061549,3.230090957,0,1074671.75,2306924.4,576627,370329,0.465846107,1.863720828,2.901937872,0,0.46125,-0.101066603,-0.053869789
J0697,"Injection, sterile cefuroxime sodium, per 750 mg",Cefuroxime Sodium*,Cefuroxime Sodium*,9331,4378,4344,1015,2.131338511,2.148020258,9.193103448,0,8193.79,4096,4044,802,2.000437012,2.026159743,10.21669576,0,6583.44,3255,3212,830,2.022562212,2.049638854,7.931855422,0,746.54,361,325,209,2.067977839,2.297046154,3.571961723,0,481.91,256,243,175,1.882460938,1.983168724,2.753771429,0,1.91775,-0.089709328,-0.030565692
J0699,"Injection, cefiderocol, 10 mg",Fetroja,Cefiderocol Sulfate Tosylate,,,,,,,,,30638.55,15316,26,,2.000427657,1178.405769,,0,182277.3,91636,112,30,1.989145096,1627.475893,6075.91,0,76801.5,35985,108,28,2.134264277,711.125,2742.910714,0,43497.75,20455,27,24,2.126509411,1611.027778,1812.40625,0,2.22425,-0.003633508,0.020582584
J0701,"Injection, cefepime hydrochloride (baxter), not therapeutically equivalent to maxipime, 500 mg",Cefepime (J0701),Cefepime In Iso-Osm Dextrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35029.15,6224,944,700,5.6280768,37.10715042,50.04164286,0,5.731,,
J0702,"Injection, betamethasone acetate 3 mg and betamethasone sodium phosphate 3 mg",Betamethasone Sod Phos-Acetate*,"Betamethasone Acetate,sod Phos*",15655677.81,2232006.1,874915,585713,7.014173398,17.89394148,26.72926469,0,15538436.63,2229328.8,876832,594874,6.970006681,17.72111035,26.12055096,0,16367836.59,2464298,962694,652110,6.641987532,17.00211759,25.09980922,0,14641730.14,2233488.5,901698,609489,6.555543107,16.23795344,24.02296045,0,14847541.69,2133185.2,868639,586560,6.960268471,17.09287942,25.31291205,0,7.094,0.061737885,-0.001926848
J0703,"Injection, cefepime hydrochloride (b braun), not therapeutically equivalent to maxipime, 500 mg",Cefepime-Dextrose,Cefepime HCL In Dextrose 5 %,,,,,,,,,,,,,,,,,,,,,,,,,524.14,118,23,,4.441864407,22.78869565,,1,53383.8,10704,2249,1665,4.987275785,23.73668297,32.06234234,0,5.0815,0.12278884,0.12278884
J0712,"Injection, ceftaroline fosamil, 10 mg",Teflaro,Ceftaroline Fosamil Acetate,526180.1,175814,846,356,2.992822528,621.9622931,1478.033989,0,474879.81,149149,676,250,3.18392889,702.484926,1899.51924,0,369311.03,103007,568,183,3.585300319,650.1954754,2018.09306,0,332768.91,88839,560,118,3.745752541,594.2301964,2820.075509,0,230929.75,60294,592,115,3.830061864,390.0840372,2008.084783,0,3.91375,0.02250798,0.063607047
J0713,"Injection, ceftazidime, per 500 mg",Ceftazidime*,Ceftazidime*,106790.5,53344.6,7583,2913,2.001898974,14.08288276,36.65997254,0,76896.41,38357.6,6344,2773,2.004724227,12.1211239,27.7304039,0,67916.61,32772.2,5774,2506,2.072384826,11.76248874,27.10160016,0,57629.87,30395,5750,2783,1.896031255,10.02258609,20.70782249,0,60414.37,36469.2,6618,2682,1.656586106,9.128795709,22.52586503,0,1.6575,-0.126287554,-0.046231523
J0714,"Injection, ceftazidime and avibactam, 0.5 g/0.125 g",Avycaz,Ceftazidime/Avibactam,745399.98,9015,484,167,82.68441265,1540.082603,4463.472934,0,1393971.14,16029,685,257,86.96557115,2034.994365,5424.012218,0,498950.36,5587,533,136,89.30559513,936.1169981,3668.752647,0,255003.56,2837,329,80,89.88493479,775.0868085,3187.5445,0,303195.32,3138,351,87,96.62056087,863.8043305,3485.003678,0,97.91675,0.074936096,0.039708219
J0717,"Injection, certolizumab pegol, 1 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",Cimzia*,Certolizumab Pegol*,508507631.6,64017717,164305,19566,7.943232833,3094.90053,25989.35048,0,500152674.7,70782510,181136,21410,7.066048868,2761.199732,23360.7041,0,431810727.5,76474679,195435,22825,5.646453612,2209.485136,18918.32322,0,401173239,81652709,208476,24332,4.913165085,1924.313777,16487.47489,0,397650916.3,87353129,222693,25557,4.552222924,1785.646232,15559.3738,0,4.637,-0.073464285,-0.129925267
J0725,"Injection, chorionic gonadotropin, per 1,000 usp units",Chorionic Gonadotropin*,"Chorionic Gonadotropin, Human*",398282.75,18520.7,5790,357,21.50473524,68.78803972,1115.637955,0,504301.41,22169,5216,327,22.74804502,96.68355253,1542.206147,0,416523.5,17932,4672,302,23.22794446,89.1531464,1379.216887,0,327448.16,14899.5,5933,272,21.97712407,55.19099275,1203.853529,0,336979.5,15795,6848,241,21.3345679,49.20845502,1398.255187,0,21.86675,-0.0292375,-0.001984152
J0735,"Injection, clonidine hydrochloride, 1 mg",Clonidine HCL*,Clonidine HCL/PF*,196727.91,11498.5,3927,2000,17.10900639,50.09623377,98.363955,0,237097.31,10220.5,3116,1634,23.19821046,76.0902792,145.1023929,0,214509.61,9069.2,2800,1322,23.65253936,76.610575,162.2614297,0,145885.15,7482,2517,1228,19.49814889,57.95993246,118.7989821,0,105209.02,6345,2086,984,16.58140583,50.43577181,106.9197358,0,18.0065,-0.149590768,-0.007800189
J0736,"Injection, clindamycin phosphate, 300 mg",Cleocin Phosphate*,Clindamycin Phosphate*,,,,,,,,,,,,,,,,,,,,,,,,,980.7,474,272,241,2.068987342,3.605514706,4.069294606,0,68957.8,30710,12338,11748,2.245450993,5.589058194,5.869748042,0,2.2565,0.085289865,0.085289865
J0737,"Injection, clindamycin phosphate (baxter), not therapeutically equivalent to j0736, 300 mg",Clindamycin Phosphate-D5W*,Clindamycin Phosphate/D5W*,,,,,,,,,,,,,,,,,,,,,,,,,68.67,25,12,12,2.7468,5.7225,5.7225,1,25379.48,10414,3991,3893,2.437053966,6.359178151,6.519260211,0,2.50925,-0.11276614,-0.11276614
J0740,"Injection, cidofovir, 375 mg",Cidofovir,Cidofovir,945544.52,1840,1524,310,513.8828913,620.4360368,3050.143613,0,936728.97,1961,1643,359,477.67923,570.1332745,2609.272897,0,1028276.33,1860,1607,323,552.8367366,639.8732607,3183.51805,0,800846.19,1408,1168,304,568.7828054,685.6559846,2634.362467,0,792364.48,1504,1244,304,526.8380851,636.9489389,2606.462105,0,551.99625,-0.073744705,0.006243878
J0741,"Injection, cabotegravir and rilpivirine, 2mg/3mg",Cabenuva,Cabotegravir/Rilpivirine,,,,,,,,,245945.02,13384,77,41,18.37604752,3194.091169,5998.659024,1,4591869.39,238379,1167,355,19.26289392,3934.76383,12934.84335,0,9546722.4,471691,2059,589,20.2393567,4636.58203,16208.35722,0,14947448.07,710518,2732,717,21.03739535,5471.247463,20847.20791,0,22.75975,0.039430041,0.046116265
J0742,"Injection, imipenem 4 mg, cilastatin 4 mg and relebactam 2 mg",Recarbrio,Imipenem/Cilastatin/Relebactam,50506.76,35750,14,,1.412776504,3607.625714,,0,35885.78,15763,18,14,2.276583138,1993.654444,2563.27,0,,,,,,,,,,,,,,,,,1916.08,784,331,,2.443979592,5.788761329,,0,2.484,,0.146848439
J0743,"Injection, cilastatin sodium; imipenem, per 250 mg",Imipenem-Cilastatin Sodium*,Imipenem/Cilastatin Sodium*,83082.76,13814,1080,95,6.014388302,76.92848148,874.5553684,0,98994.34,13497,1032,107,7.334543973,95.92474806,925.1807477,0,74145.52,9668,1036,71,7.669168391,71.56903475,1044.303099,0,69803.3,9347,1297,67,7.467989729,53.81904395,1041.840299,0,90193.27,12290,1869,82,7.338752644,48.25750134,1099.917927,0,7.38325,-0.017305472,0.051012053
J0744,"Injection, ciprofloxacin for intravenous infusion, 200 mg",Cipro I.V.*,Ciprofloxacin In 5 % Dextrose*,3546.38,1299,541,351,2.730084681,6.555231054,10.10364672,1,1618.06,1151,503,324,1.405786273,3.216819086,4.994012346,0,2265.1,1793,778,482,1.263301729,2.911439589,4.699377593,0,2431.41,1418,699,600,1.714675599,3.478412017,4.05235,0,2995.93,1360,638,525,2.202889706,4.695815047,5.706533333,0,1.87375,0.284726806,-0.052227379
J0775,"Injection, collagenase, clostridium histolyticum, 0.01 mg",Xiaflex,Collagenase Clostridium Hist.,55724585.61,1137066.4,11949,7022,49.00732764,4663.535493,7935.714271,0,68178745.64,1291639.8,13512,7931,52.78464293,5045.792306,8596.487913,0,70414259.44,1223996,12791,7672,57.52817774,5504.984711,9178.083869,0,75176038.76,1192142,12436,7193,63.05963447,6045.033673,10451.27746,0,80008758.89,1194974.9,12522,6999,66.95434263,6389.45527,11431.45576,0,68.76975,0.061762302,0.081133768
J0780,"Injection, prochlorperazine, up to 10 mg",Prochlorperazine Edisylate,Prochlorperazine Edisylate,24634.22,3415,3369,1569,7.213534407,7.312027308,15.70058636,0,15925.32,3154,3136,1570,5.049245403,5.078227041,10.14351592,0,17241.95,4238,4193,1990,4.068416706,4.112079657,8.664296482,0,11210.5,3834,3794,1946,2.923969744,2.954797048,5.760791367,0,13289.32,3660,3622,1954,3.630961749,3.66905577,6.801084954,0,3.6695,0.241791833,-0.157696915
J0791,"Injection, crizanlizumab-tmca, 5 mg",Adakveo,Crizanlizumab-Tmca,13054000.48,110354,1327,379,118.2920463,9837.227189,34443.27303,0,31071224.12,263273,3274,559,118.0190301,9490.294478,55583.58519,0,31259411.34,258246,3276,563,121.045094,9541.944854,55522.93311,0,29665792.08,242755,3077,503,122.2046594,9641.141398,58977.71785,0,26003300.29,212289,2703,419,122.4900974,9620.162889,62060.38255,0,127.5945,0.002335738,0.00875653
J0802,"Injection, corticotropin (ani), up to 40 units",Cortrophin,Corticotropin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482551.69,146,76,29,3305.148562,6349.364342,16639.71345,0,3403.06275,,
J0834,"Injection, cosyntropin, 0.25 mg",Cortrosyn*,Cosyntropin*,127878.36,3145,3134,2957,40.66084579,40.80356094,43.24597903,0,105648.4,3311,3298,3087,31.90830565,32.03408126,34.22364755,0,93732.59,3127,3109,2943,29.97524464,30.14879061,31.84933401,0,83872.86,3120,3105,2899,26.88232692,27.01219324,28.93165229,0,75644.61,3022,3012,2826,25.03130708,25.11441235,26.76737792,0,25.6315,-0.068856385,-0.114218144
J0840,"Injection, crotalidae polyvalent immune fab (ovine), up to 1 gram",Crofab,"Antivenin,crotalidae Fab(Ovin)",1340899.22,443,102,99,3026.860542,13146.07078,13544.43657,0,1129177.66,417,73,68,2707.860096,15468.18712,16605.55382,0,768113.49,300,59,56,2560.3783,13018.87271,13716.31232,0,591923.65,291,50,47,2034.10189,11838.473,12594.12021,0,520323.08,275,52,48,1892.083927,10006.21308,10840.06417,0,1896.571,-0.06981851,-0.110825507
J0841,"Injection, crotalidae immune f(ab')2 (equine), 120 mg",Anavip,"Antivenin,crotalidae (Equine)",181748.68,168,13,13,1081.837381,13980.66769,13980.66769,1,146629.82,128,12,12,1145.545469,12219.15167,12219.15167,1,197484.06,194,17,17,1017.959072,11616.70941,11616.70941,1,326492.24,425,39,38,768.2170353,8371.595897,8591.901053,0,463305.7,454,45,45,1020.497137,10295.68222,10295.68222,0,1013.967,0.328396911,-0.014486786
J0850,"Injection, cytomegalovirus immune globulin intravenous (human), per vial",Cytogam,Cytomegalovirus Immune Globuln,2244516.72,2040,535,146,1100.253294,4195.358355,15373.40219,0,2492364.25,1984,493,113,1256.231981,5055.505578,22056.3208,0,2916412.93,1871,478,107,1558.745553,6101.28228,27256.19561,0,1976521.66,1135,317,84,1741.428775,6235.084101,23530.01976,0,2647072.11,1486,368,97,1781.340586,7193.130734,27289.4032,0,1810.79225,0.022919002,0.128011614
J0872,"Injection, daptomycin (xellia), unrefrigerated, not therapeutically equivalent to j0878 or j0873, 1 mg",Daptomycin (J0872),Daptomycin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049838.26,4725058,5973,475,0.222185264,175.7639813,2210.185811,0,0.183,,
J0873,"Injection, daptomycin (xellia), not therapeutically equivalent to j0878 or j0872, 1 mg",Daptomycin (J0873),Daptomycin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28781,719987,1227,114,0.039974333,23.45639772,252.4649123,0,0.03875,,
J0874,"Injection, daptomycin (baxter), not therapeutically equivalent to j0878, 1 mg",Daptomycin-0.9% NaCl,Daptomycin In 0.9 % Sod Chlor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.66,10500,17,,0.06692,41.33294118,,1,0.068333333,,
J0875,"Injection, dalbavancin, 5 mg",Dalvance,Dalbavancin HCL,34199277.57,2448862,9928,5498,13.96537558,3444.729812,6220.312399,0,44071350.95,3073243,12475,6650,14.34034046,3532.773623,6627.27082,0,47053003.15,3216103,13139,7039,14.63044037,3581.170801,6684.614739,0,54207841.22,3675715,14921,7631,14.74756373,3632.989828,7103.635332,0,59483377.75,3921629,15829,7974,15.16802781,3757.873381,7459.666134,0,15.454,0.028510749,0.020866903
J0877,"Injection, daptomycin (hospira), not therapeutically equivalent to j0878, 1 mg",Daptomycin (J0877),Daptomycin,,,,,,,,,,,,,,,,,,,,,,,,,107.03,1560,12,,0.068608974,8.919166667,,1,178839,3010376,2507,412,0.059407529,71.33585959,434.0752427,0,0.0605,-0.134114309,-0.134114309
J0878,"Injection, daptomycin, 1 mg",Cubicin*,Daptomycin*,22794552.25,123900748,116118,11351,0.183974291,196.3050711,2008.153665,0,4715715.55,51551824.1,65986,4630,0.091475241,71.46539493,1018.513078,0,2492713.68,46063969,63231,4306,0.054114175,39.42233525,578.893098,0,2291986.43,44333999.7,66415,4019,0.051698165,34.51007197,570.2877407,0,1918200.1,36139209.5,54040,3510,0.053078087,35.49593079,546.495755,0,0.049,0.026691893,-0.26710876
J0881,"Injection, darbepoetin alfa, 1 microgram (non-esrd use)",Aranesp (J0881),Darbepoetin Alfa In Polysorbat,211366150.1,61320588.8,248887,44224,3.446903466,849.245441,4779.444421,0,177670287.3,58638081.2,239620,41577,3.029947155,741.4668529,4273.283,0,176342500.6,55921924,229758,40329,3.153369697,767.5140825,4372.597896,0,156967093.2,52909835,219724,38671,2.966690279,714.3830131,4059.038896,0,151811090.1,51898247.3,222033,39338,2.925167958,683.7321033,3859.146121,0,2.9825,-0.013996177,-0.040200716
J0882,"Injection, darbepoetin alfa, 1 microgram (for esrd on dialysis)",Aranesp (J0882),Darbepoetin Alfa In Polysorbat,280540.94,80260,692,344,3.495401695,405.4059827,815.5259884,0,251647.62,80923,658,317,3.109716891,382.4431915,793.8410726,0,238270.52,75143,530,238,3.170894428,449.5670189,1001.136639,0,131789.14,44619,384,171,2.953655169,343.2008854,770.6967252,0,156231.4,53299,406,189,2.931225727,384.8064039,826.621164,0,2.9825,-0.007593792,-0.043052653
J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",Epogen (J0885)*,Epoetin Alfa*,95957132.67,10212908.4,276070,37323,9.395671528,347.5826155,2570.991953,0,58454183.1,7275734.5,198623,25914,8.034128115,294.2971514,2255.69897,0,56714689.08,7043069,188941,27024,8.05255338,300.1714243,2098.678548,0,56122990.17,7633606.5,203270,29127,7.352093689,276.1007043,1926.837305,0,54084732.81,6725572.6,183515,25234,8.041654745,294.7155971,2143.327765,0,8.20525,0.093791114,-0.038156533
J0887,"Injection, epoetin beta, 1 microgram, (for esrd on dialysis)",Mircera (J0887),Methoxy Peg-Epoetin Beta,533.32,355,12,,1.502309859,44.44333333,,1,445.22,295,11,,1.509220339,40.47454546,,1,,,,,,,,,5116.23,3169,37,18,1.614461975,138.2764865,284.235,0,3354.08,2643,37,15,1.269042754,90.65081081,223.6053333,0,1.335,-0.213953147,-0.041307822
J0888,"Injection, epoetin beta, 1 microgram, (for non esrd use)",Mircera (J0888),Methoxy Peg-Epoetin Beta,14533.55,9236,165,43,1.573576224,88.08212121,337.9895349,0,23244.98,15294,216,39,1.519875768,107.6156482,596.0251282,0,21395.08,13990,191,59,1.529312366,112.0161257,362.6284746,0,14120.82,8689,130,29,1.62513753,108.6216923,486.9248276,0,61523.36,47679,497,105,1.290365989,123.7894567,585.9367619,0,1.3085,-0.205995822,-0.048395952
J0894,"Injection, decitabine, 1 mg",Dacogen*,Decitabine*,17633293.57,4520639,75906,5139,3.900619707,232.3043445,3431.269424,0,15288868.26,4687265,79663,5144,3.261788753,191.9193134,2972.175012,0,8003233.95,3763158,64750,4073,2.126733438,123.6020687,1964.948183,0,2364632.5,1392367,28323,1443,1.698282493,83.48806624,1638.691961,0,1939191.54,1231641,25106,1330,1.574477904,77.24016331,1458.038752,0,1.599,-0.07289988,-0.202922151
J0895,"Injection, deferoxamine mesylate, 500 mg",Deferoxamine Mesylate*,Deferoxamine Mesylate*,739620.98,91049,6171,324,8.123328977,119.8543154,2282.780803,0,598555.65,73089,4903,267,8.189408119,122.0794718,2241.781461,0,537834.38,64682,4064,228,8.315054884,132.3411368,2358.922719,0,399679.94,47805,3423,192,8.360630478,116.7630558,2081.666354,0,328922.57,42563,3622,174,7.727899114,90.81241579,1890.359598,0,7.824,-0.075679862,-0.012398251
J0896,"Injection, luspatercept-aamt, 0.25 mg",Reblozyl,Luspatercept-Aamt,108401651.5,2801934,7250,1567,38.68815307,14951.95193,69177.82482,0,266191359.4,7305203,18081,2412,36.43859854,14722.15914,110361.2601,0,332954781,8981104.5,21716,2761,37.07281003,15332.23342,120592.0974,0,451098388.4,11855983,28669,4090,38.04816424,15734.70956,110293.0045,0,755278436.8,19108016,46355,6466,39.52678482,16293.35426,116807.6766,0,40.31225,0.038861811,0.005375674
J0897,"Injection, denosumab, 1 mg",Prolia*,Denosumab*,1627019055,88874535.3,1161292,588274,18.30692053,1401.042162,2765.750406,0,1780811015,92793533.6,1241745,629724,19.19111112,1434.119739,2827.92305,0,2003916528,93824328.5,1280103,657400,21.35817608,1565.433819,3048.245404,0,2190209346,94727783.6,1311530,680070,23.12108721,1669.965114,3220.564568,0,2430935308,95427372,1339338,700724,25.47419317,1815.027505,3469.176607,0,26.024,0.101773154,0.086103681
J1000,"Injection, depo-estradiol cypionate, up to 5 mg",Depo-Estradiol,Estradiol Cypionate,234642.26,11488,11442,2140,20.42498781,20.50710191,109.6459159,0,211724.08,9818,9777,1645,21.56488898,21.65532167,128.7076474,1,135887.72,6276,6259,1247,21.65196303,21.71077169,108.9717081,1,104164.42,3974,3969,826,26.21147962,26.24449987,126.107046,0,114145.79,3734,3721,807,30.56930637,30.67610589,141.4445973,1,37.37275,0.16625642,0.106065751
J1010,"Injection, methylprednisolone acetate, 1 mg",Depo-Medrol*,MethylprednIsolone Acetate*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10310247.44,80220707.9,1297268,890806,0.128523516,7.947661886,11.574066,0,0.130333333,,
