HCPCS_Cd,HCPCS_Desc,Brnd_Name,Gnrc_Name,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spndng_Per_Dsg_Unt_2020,Avg_Spndng_Per_Clm_2020,Avg_Spndng_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spndng_Per_Dsg_Unt_2021,Avg_Spndng_Per_Clm_2021,Avg_Spndng_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spndng_Per_Dsg_Unt_2022,Avg_Spndng_Per_Clm_2022,Avg_Spndng_Per_Bene_2022,Outlier_Flag_2022,Tot_Spndng_2023,Tot_Dsg_Unts_2023,Tot_Clms_2023,Tot_Benes_2023,Avg_Spndng_Per_Dsg_Unt_2023,Avg_Spndng_Per_Clm_2023,Avg_Spndng_Per_Bene_2023,Outlier_Flag_2023,Tot_Spndng_2024,Tot_Dsg_Unts_2024,Tot_Clms_2024,Tot_Benes_2024,Avg_Spndng_Per_Dsg_Unt_2024,Avg_Spndng_Per_Clm_2024,Avg_Spndng_Per_Bene_2024,Outlier_Flag_2024,Avg_DY24_ASP_Price,Chg_Avg_Spndng_Per_Dsg_Unt_23_24,CAGR_Avg_Spnd_Per_Dsg_Unt_20_24
J3262,"Injection, tocilizumab, 1 mg",Actemra (J3262),Tocilizumab,282175319.7,56792764.4,104501,13490,4.968508271,2700.216454,20917.36988,0,288597502.6,54827761.3,102379,13804,5.263711225,2818.913084,20906.80257,0,344023635.3,59552938.1,113890,15085,5.776770153,3020.665865,22805.67685,0,415957927.2,70950147.5,138597,17757,5.862678822,3001.204407,23425.01139,0,463211739,78590858.9,155513,19715,5.893964585,2978.604612,23495.39635,0,6.0185,0.005336428,0.043627168
J3263,"Injection, toripalimab-tpzi, 1 mg",Loqtorzi,Toripalimab-Tpzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2031090.85,53256,222,56,38.13825391,9149.057883,36269.47946,0,39.0695,,
J3285,"Injection, treprostinil, 1 mg",Remodulin*,Treprostinil Sodium*,163468435.2,2646708,12693,1097,61.76292783,12878.62879,149014.0704,0,155903547.6,2522868,12447,1058,61.79615724,12525.39147,147356.8503,0,130449989.3,2327237,11763,998,56.05359027,11089.85712,130711.4121,0,126521237.3,2318649,12654,931,54.56679182,9998.51725,135898.2141,0,121601005.7,2223596,12831,909,54.68664527,9477.126154,133774.4837,0,55.55775,0.002196454,-0.029962884
J3299,"Injection, triamcinolone acetonide (xipere), 1 mg",Xipere,Triamcinolone Acetonide/PF,,,,,,,,,,,,,,,,,474241.53,9293,363,313,51.03212418,1306.450496,1515.148658,0,1980830.08,42167,1345,914,46.97583608,1472.736119,2167.210153,0,3390119.55,71334,2185,1391,47.52459627,1551.542128,2437.18156,0,48.537,0.011681755,-0.034977598
J3301,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",Kenalog*,Triamcinolone Acetonide*,17716679.31,12122853.1,2671527,1665840,1.461428194,6.631667698,10.63528269,0,17098175.18,13481890.6,2961965,1850482,1.268232749,5.7725784,9.239849499,0,18860631.78,16524644.9,3521176,2173150,1.141363817,5.356344522,8.678936926,0,18427807.7,17230416.5,3598118,2180734,1.069492876,5.121512885,8.450277613,0,17462664.16,17881327.3,3675073,2201601,0.976586574,4.751650963,7.931802429,0,0.99,-0.086869492,-0.095864926
J3304,"Injection, triamcinolone acetonide, preservative-free, extended-release, microsphere formulation, 1 mg",Zilretta,Triamcinolone Acetonide,51659540.78,2810969.4,70793,46226,18.37783819,729.7266789,1117.542958,0,63872984.1,3588391.5,89035,56615,17.79989282,717.3918583,1128.19896,0,62805233.64,3687371.2,90357,54666,17.03252269,695.0787835,1148.890236,0,62204627.03,3725397.2,90694,53468,16.69744827,685.8736744,1163.399174,0,64847909.81,3745044.6,90238,51173,17.31565755,718.631949,1267.229004,0,17.651,0.037024177,-0.014773372
J3315,"Injection, triptorelin pamoate, 3.75 mg",Trelstar,Triptorelin Pamoate,11316961.73,39803,11911,5909,284.3243406,950.1269188,1915.207604,0,23819755.05,55292,16074,7180,430.7993028,1481.880991,3317.514631,0,12310846.21,35446,10647,4602,347.3127069,1156.273712,2675.107825,0,9957975.96,26561,8342,3303,374.9096781,1193.715651,3014.82772,0,11367887.62,25916,7918,3298,438.6436032,1435.701897,3446.903463,0,438.87825,0.169998079,0.114485545
J3357,"Ustekinumab, for subcutaneous injection, 1 mg",Stelara (J3357),Ustekinumab,302470724,1777919.5,23496,6618,170.12622,12873.28584,45704.24962,0,254253809.7,1590183.5,20651,5471,159.8896038,12311.93694,46473.00488,0,60909299.51,379582.5,5097,1942,160.4639295,11950.02933,31364.2119,0,15158055.48,106137,1517,444,142.8159405,9992.126223,34139.7646,0,12233188.15,86544,1241,318,141.3522388,9857.524698,38469.14513,0,156.14775,-0.010248868,-0.045264965
J3358,"Ustekinumab, for intravenous injection, 1 mg",Stelara (J3358),Ustekinumab,11289875.34,1001304,2592,2391,11.27517252,4355.661782,4721.821556,0,11992514.59,1110775,2836,2621,10.79652908,4228.672281,4575.549252,0,13109461.84,1120721,2833,2628,11.69734648,4627.413286,4988.379696,0,12456529.13,1029316,2631,2405,12.10175411,4734.522664,5179.429992,0,10295766.21,832771,2153,1908,12.36326218,4782.055834,5396.103884,0,12.7395,0.021609105,0.023298814
J3360,"Injection, diazepam, up to 5 mg",Diazepam,Diazepam,34215,4494.5,3719,1835,7.612637668,9.200053778,18.64577657,0,29474.6,4489.5,3774,1947,6.565229981,7.80990991,15.13846944,0,23863.15,3959.6,3024,1788,6.026656733,7.891253307,13.34628076,0,20945.3,3059,2232,1241,6.847106898,9.384094982,16.87775987,0,20065.44,3193.4,2217,1310,6.283409532,9.050717185,15.31712977,0,5.821,-0.082326357,-0.046841661
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin*,Vancomycin HCL In 5 % Dextrose*,1208309.78,415535.8,31504,7561,2.90783557,38.35417026,159.8081973,0,413085.76,147702.3,25365,6596,2.796745616,16.28565977,62.6267071,0,269585.67,87082.5,18915,5428,3.095750237,14.25248057,49.66574613,0,189444.61,73181.5,17661,5396,2.588695367,10.72672046,35.10834136,0,159481.71,67065.5,16321,5120,2.377999269,9.771564855,31.14877148,0,2.261,-0.081390843,-0.049043901
J3371,"Injection, vancomycin hcl (mylan), not therapeutically equivalent to j3370, 500 mg",Vancomycin HCL (J3371),Vancomycin HCL,,,,,,,,,,,,,,,,,,,,,,,,,474.18,72,18,18,6.585833333,26.34333333,26.34333333,1,116315.31,20102,5930,5227,5.786255597,19.61472344,22.25278554,0,5.86225,-0.121408742,-0.121408742
J3372,"Injection, vancomycin hcl (xellia), not therapeutically equivalent to j3370, 500 mg",Vancomycin HCL (J3372),Vancomycin/Water For Inj (Peg),,,,,,,,,,,,,,,,,,,,,,,,,1715.68,47,39,,36.50382979,43.99179487,,0,132062.65,20711,5247,4366,6.376449713,25.16917286,30.24797297,0,6.46925,-0.825321076,-0.825321076
J3380,"Injection, vedolizumab, intravenous, 1 mg",Entyvio,Vedolizumab,434494106.8,23570855,78251,13756,18.43353187,5552.569383,31585.78851,0,526528196.5,27759023.1,92268,15742,18.96782155,5706.509261,33447.35081,0,673755474.6,31217957,103942,17466,21.58230517,6482.033005,38575.25905,0,727761504.5,33580269,111820,18640,21.67229526,6508.330393,39042.99917,0,769418664.2,35312565,117555,19661,21.78880702,6545.180249,39134.2589,0,22.26325,0.00537607,0.04269244
J3385,"Injection, velaglucerase alfa, 100 units",Vpriv,Velaglucerase Alfa,25304812.01,80100,1826,110,315.9152561,13858.05696,230043.7456,0,27094729.05,84724,1964,107,319.7999274,13795.68689,253221.7668,0,28849850.64,81677,1922,106,353.2187842,15010.32812,272168.4023,0,30900224.99,87224,2042,108,354.2628748,15132.33349,286113.1944,0,32671660.18,90967,2091,107,359.1594774,15624.89726,305342.6185,0,368.7325,0.013821947,0.032593015
J3396,"Injection, verteporfin, 0.1 mg",Visudyne,Verteporfin,2648687.24,242295.2,1685,1437,10.93165378,1571.921211,1843.206152,0,2537428.32,231929.6,1739,1407,10.94051091,1459.130719,1803.431642,0,1812799.96,163206,1271,1018,11.10743453,1426.278489,1780.746523,0,1671832.8,150631,1220,937,11.09886278,1370.354754,1784.239915,0,1580513.96,139980,970,851,11.29099843,1629.395835,1857.243196,0,11.5065,0.017311291,0.008118581
J3410,"Injection, hydroxyzine hcl, up to 25 mg",Hydroxyzine HCL,Hydroxyzine HCL,15303.46,2272,1336,733,6.735677817,11.45468563,20.87784448,0,14046.66,1671,1112,686,8.406140036,12.63188849,20.47618076,0,12405.47,1302,840,560,9.528010753,14.76841667,22.152625,0,13354.51,1152,700,460,11.5924566,19.07787143,29.03154348,0,8166.46,687,417,260,11.88713246,19.58383693,31.40946154,0,12.67125,0.025419622,0.152587616
J3411,"Injection, thiamine hcl, 100 mg",Thiamine HCL,Thiamine HCL,1031344.27,409340,131528,10154,2.519529658,7.841252585,101.5702452,0,1752222.82,583608,170965,12744,3.002396849,10.24901483,137.4939438,0,680121.69,254862,78851,7688,2.668588059,8.625403483,88.4653603,0,314092.39,126382,44504,5266,2.485262063,7.057621562,59.64534561,0,177674.14,84952,31339,3903,2.091465063,5.669425955,45.52245452,0,2.1115,-0.158452908,-0.04548494
J3415,"Injection, pyridoxine hcl, 100 mg",Pyridoxine HCL,Pyridoxine HCL (Vitamin B6),3454057.01,453214,142379,10588,7.621249586,24.25959594,326.2237448,0,6881525.2,663661.5,182144,13281,10.36902879,37.78068561,518.1481214,0,2786105.71,324758,98665,8542,8.579021025,28.23803487,326.1655011,0,1693171.28,152140,59766,6322,11.12903431,28.33000837,267.8220943,0,1425379.69,105147,47790,5324,13.55606617,29.82589851,267.7272145,0,14.39,0.218081084,0.154853444
J3420,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",Cyanocobalamin Injection*,Cyanocobalamin (Vitamin B-12)*,3446023.97,1758043.7,1752896,439391,1.960146935,1.965903265,7.842727707,0,3548759.85,1812068.5,1806138,417726,1.958402704,1.964833169,8.495424872,0,2913856.24,1723206.5,1716729,409677,1.690950121,1.697330353,7.112569756,0,2502840.76,1635736,1631017,390832,1.530100676,1.534527697,6.403878802,0,1920271.68,1543332.5,1537776,365260,1.244237182,1.248733027,5.257273394,0,1.282,-0.186826592,-0.107406671
J3425,"Injection, hydroxocobalamin, intramuscular, 10 mcg",Hydroxocobalamin,Hydroxocobalamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.66,989,336,142,0.034034378,0.100178571,0.237042254,0,0.007333333,,
J3430,"Injection, phytonadione (vitamin k), per 1 mg",Phytonadione*,Phytonadione (Vit K1)*,19951.25,5216,956,654,3.825009586,20.86950837,30.50649847,0,14279.37,4107,767,472,3.476837107,18.6171708,30.25290254,0,13693.12,4478,1098,434,3.057865118,12.47096539,31.55096774,0,8106.11,2963,714,290,2.735777928,11.35309524,27.95210345,0,5605.37,2024,310,193,2.769451581,18.08183871,29.04336788,0,2.76675,0.012308621,-0.077555359
J3465,"Injection, voriconazole, 10 mg",Vfend IV*,Voriconazole*,948.6,570,156,38,1.664210526,6.080769231,24.9631579,0,3657.93,2555,179,45,1.431675147,20.43536313,81.28733333,0,3953.24,3302,296,46,1.197225924,13.35554054,85.94,0,1029.15,963.3,186,60,1.068358767,5.533064516,17.1525,0,163.25,199,105,40,0.820351759,1.554761905,4.08125,0,0.933,-0.232138319,-0.162088864
J3473,"Injection, hyaluronidase, recombinant, 1 usp unit",Hylenex,"Hyaluronidase, Human Recomb.",23665.12,66673,472,350,0.35494308,50.1379661,67.61462857,0,34538.04,96068,477,330,0.359516592,72.40679245,104.6607273,0,36252.22,101720,395,291,0.356392253,91.77777215,124.5780756,0,39137.49,110890,472,384,0.35293976,82.91841102,101.9205469,0,44112.38,123836,433,359,0.356216125,101.8761663,122.8757103,0,0.3625,0.00928307,0.00089545
J3475,"Injection, magnesium sulfate, per 500 mg",Magnesium Sulfate*,Magnesium Sulfate*,301130.39,538859.8,131454,21706,0.558828827,2.290766276,13.87314061,0,370547.5,520724.9,127365,21194,0.711599349,2.909335375,17.48360385,0,331697.12,465125.1,117860,20649,0.713135283,2.81433158,16.06359243,0,350743.68,453358.2,120619,21025,0.773656857,2.907864267,16.68222021,0,256082.83,445237.5,114020,19942,0.575160066,2.245946588,12.84138151,0,0.576,-0.256569549,0.007227283
J3480,"Injection, potassium chloride, per 2 meq",Dextrose 5%-Potassium Chloride*,Potassium Chloride In D5W*,81088.79,529569,48904,13927,0.153122237,1.658121831,5.82241617,0,74982.25,483599,45168,12708,0.155050465,1.66007461,5.900397388,0,65164.25,402005.5,37629,11511,0.162097907,1.731756092,5.661041612,0,52671.67,431201.5,43695,12651,0.122150943,1.205439295,4.163439254,0,46566.24,405439.7,39429,11407,0.114853676,1.181014989,4.082251249,0,0.11125,-0.059739753,-0.069370835
J3489,"Injection, zoledronic acid, 1 mg",Reclast*,Zoledronic Acid/Mannitol-Water*,6211800.83,556539.3,128094,71966,11.16147742,48.49408114,86.31577175,0,6038888.51,582221.8,133155,78122,10.37214428,45.35232256,77.30074128,0,4257950.12,591258,134229,82948,7.201509527,31.72153648,51.33276414,0,5306181.44,614237,138297,89990,8.638654852,38.3680155,58.96412313,0,4175000.87,643811.5,143810,96550,6.484818724,29.03136687,43.24185262,0,6.5865,-0.249325406,-0.126940105
J7030,"Infusion, normal saline solution , 1000 cc",Sodium Chloride (J7030),0.9 % Sodium Chloride,720638,281049.7,248110,79203,2.564094536,2.904510096,9.098620002,0,762102.35,284568,253102,82288,2.678102773,3.011048313,9.261403242,0,679207.95,258427.5,238338,80413,2.628234031,2.849767767,8.446494348,0,728593.62,284436,263088,84551,2.561537991,2.769391306,8.617208785,0,742384.29,284195,262441,81898,2.612235578,2.828766428,9.064742607,0,2.63925,0.019791854,0.004661077
J7040,"Infusion, normal saline solution, sterile (500 ml = 1 unit)",Sodium Chloride (J7040),0.9 % Sodium Chloride,273224.08,214644.7,182408,58851,1.272913238,1.497873339,4.642641247,0,281686.23,206144,175328,56931,1.366453693,1.606624327,4.947853191,0,255581.31,194901.3,162198,54072,1.311337123,1.575736507,4.726684976,0,261326.84,206521.2,173166,55105,1.265375371,1.509111719,4.742343526,0,260925.03,200721.7,171838,55489,1.299934337,1.518436143,4.702283876,0,1.3195,0.027311237,0.005265211
J7042,5% dextrose/normal saline (500 ml = 1 unit),Dextrose 5%-0.9% NaCl,Dextrose 5 % And 0.9 % NaCl,24766.79,23514,12246,4500,1.053278472,2.022439164,5.503731111,0,36637.92,31612,14311,3788,1.158987726,2.560122982,9.672101373,0,28558.71,29127,13244,3374,0.980489237,2.1563508,8.464347955,0,20960.95,18385,8965,2691,1.140111504,2.338087005,7.789279078,0,11732.62,9433,6344,2254,1.243784586,1.849404161,5.205244011,0,1.255,0.090932406,0.042438615
J7050,"Infusion, normal saline solution, 250 cc",Sodium Chloride (J7050),0.9 % Sodium Chloride,357453.88,530939.7,377263,95102,0.673247602,0.947492545,3.758636832,0,371160.51,525930.4,362496,96653,0.705721727,1.02390236,3.840134398,0,334847.19,488311,337097,91409,0.685725265,0.993325927,3.663175289,0,346543.89,516987.4,351279,96222,0.670313996,0.986520373,3.60150371,0,330081.72,487949,334026,91268,0.676467664,0.988191698,3.616620502,0,0.65975,0.009180276,0.001193581
J7060,5% dextrose/water (500 ml = 1 unit),Dextrose In Water (J7060),Dextrose 5 % In Water,71055.46,32152.5,22638,4592,2.209951326,3.138769326,15.47375,0,60442.74,30142.5,20714,3941,2.005233143,2.917965627,15.33690434,0,50013.01,25721.2,17502,3676,1.944427554,2.857559708,13.6052802,0,51865.2,29004,20182,3824,1.788208523,2.569874145,13.56307531,0,57680.28,29426,19867,3812,1.960180793,2.903321085,15.1312382,0,1.80875,0.096170143,-0.029538401
J7070,"Infusion, d5w, 1000 cc",Dextrose In Water (J7070),Dextrose 5 % In Water,10402.54,2620,2232,503,3.970435115,4.660636201,20.68099404,0,8047.41,2188,1917,573,3.67797532,4.197918623,14.04434555,0,4417.43,1222.5,1182,450,3.613439673,3.737250423,9.816511111,0,6979.02,1994,1762,487,3.50001003,3.960851305,14.33063655,0,6662.44,1800,1414,631,3.701355556,4.711768034,10.558542,0,3.6175,0.057527128,-0.01739114
J7120,"Ringers lactate infusion, up to 1000 cc",Lactated Ringers,"Ringer's Solution,lactated",47386.28,20101,18645,9779,2.357409084,2.54150067,4.845718376,0,52359.5,21260,19842,10880,2.462817498,2.638821691,4.812454044,0,58423.59,23694.5,21959,10890,2.465702589,2.660576074,5.364884298,0,54626.16,22213.5,19730,10019,2.459142413,2.768685251,5.452256712,0,48972.38,19094.5,17176,7799,2.56473749,2.851209828,6.279315297,0,2.47275,0.042939797,0.021296849
J7170,"Injection, emicizumab-kxwh, 0.5 mg",Hemlibra,Emicizumab-Kxwh,147878934.4,2621301.6,3760,313,56.41431509,39329.50383,472456.6594,1,178638412.8,3214322,4344,358,55.57576771,41123.02321,498989.9799,1,203557787.3,3810586,4717,397,53.4190246,43154.07829,512740.0183,0,233254206.5,4489264,5496,446,51.95822889,42440.7217,522991.4943,0,230046953,4382840.5,5480,438,52.48809603,41979.37099,525221.354,0,51.66625,0.010197945,-0.017872493
J7171,"Injection, adamts13, recombinant-krhn, 10 iu",Adzynma,"Adamts13, Recombinant-Krhn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2135044.98,64285,172,19,33.21217982,12413.05221,112370.7884,0,34.638,,
J7175,"Injection, factor x, (human), 1 i.u.",Coagadex,Coagulation Factor X,5972051.18,614465,213,,9.719107158,28037.79897,,1,6898741.61,548128,189,,12.58600475,36501.27836,,1,8767267.74,765555,182,,11.45217227,48171.80077,,1,9307822.34,1068669,166,13,8.709733641,56071.21892,715986.3339,0,8740118.35,975750,161,,8.957333692,54286.44938,,0,9.112,0.028427971,-0.02019851
J7177,"Injection, human fibrinogen concentrate (fibryga), 1 mg",Fibryga,Fibrinogen,,,,,,,,,284350.6,237050,24,,1.199538494,11847.94167,,0,87056.24,80500,17,,1.081443975,5120.955294,,1,622004.5,538100,102,,1.155927337,6098.083333,,0,771575.56,658103,115,,1.172423709,6709.352696,,0,1.182,0.014271115,-0.007592279
J7178,"Injection, human fibrinogen concentrate, not otherwise specified, 1 mg",Riastap,Fibrinogen,825088.16,702707,135,11,1.17415674,6111.764148,75008.01455,0,698773.45,553216,127,13,1.263111425,5502.15315,53751.80385,0,561241.65,335026,69,,1.675218192,8133.936957,,0,464332.39,256846.6,57,12,1.807819882,8146.182281,38694.36583,0,269274.99,189420,20,,1.421576338,13463.7495,,0,1.42925,-0.213651563,0.048965073
J7179,"Injection, von willebrand factor (recombinant), (vonvendi), 1 i.u. vwf:rco",Vonvendi,Von Willebrand Factor,10409943.35,4044039,250,34,2.574145143,41639.7734,306174.8044,0,9742060.16,3402639,225,40,2.863089549,43298.04516,243551.504,1,12691079.37,4558679,316,44,2.783937928,40161.64358,288433.6221,0,13541363.24,7345549,422,47,1.843478716,32088.53848,288114.1115,0,16183475.48,8777983,510,51,1.843643976,31732.30486,317323.0486,0,1.8475,8.96457E-05,-0.080056814
J7180,"Injection, factor xiii (antihemophilic factor, human), 1 i.u.",Corifact,Factor XIII,2775827.1,216151,108,18,12.84207383,25702.10278,154212.6167,1,3810677.6,221470,137,11,17.2062925,27815.16496,346425.2364,0,4753535.24,277448,179,15,17.13306724,26556.06279,316902.3493,0,3524210.88,287007,131,,12.27918093,26902.37313,,1,2917629.48,205969,119,11,14.16538159,24517.89479,265239.0436,1,10.03575,0.153609648,0.02482162
J7181,"Injection, factor xiii a-subunit, (recombinant), per iu",Tretten,"Factor XIII A-Subunit,recomb",,,,,,,,,,,,,,,,,515557.65,15523,13,,33.21250081,39658.28077,,1,2121121.36,82598,52,,25.68005714,40790.79539,,0,3882274.13,100417,73,,38.66152275,53181.8374,,0,17.27975,0.50550766,0.078918621
J7182,"Injection, factor viii, (antihemophilic factor, recombinant), (novoeight), per iu",Novoeight,"Antihemoph.FVIII,b-Dom Truncat",10974001.57,7408700,218,25,1.481231737,50339.45674,438960.0628,0,9594245.4,6599583,194,26,1.453765397,49454.8732,369009.4385,0,8875149.37,6506601,188,21,1.364022378,47208.24133,422626.1605,0,2343476.58,1932575,73,22,1.212618698,32102.4189,106521.6627,0,1878400.01,1429054,49,14,1.314435991,38334.69408,134171.4293,0,1.3675,0.083964805,-0.029424983
J7183,"Injection, von willebrand factor complex (human), wilate, 1 i.u. vwf:rco",Wilate,Antihemophilic Factor/VWF,4109337.48,3706403,327,44,1.108713078,12566.78128,93394.03364,0,4115026.05,3801926,305,55,1.08235301,13491.88869,74818.65546,0,5626907.47,5002914,286,57,1.124726004,19674.50164,98717.67491,0,4731914.98,3578568,228,54,1.322292878,20754.01307,87628.05519,0,4747992.43,3095125,278,49,1.534022836,17079.10946,96897.80469,0,1.27675,0.160123344,0.084558952
J7185,"Injection, factor viii (antihemophilic factor, recombinant) (xyntha), per i.u.",Xyntha*,"Antihemoph.FVIII,b-Domain Del*",12164286.55,6595651,656,55,1.844288994,18543.11974,221168.8464,0,9049780.08,4981093.2,630,65,1.81682609,14364.73029,139227.3859,0,7866939.39,4681801,472,62,1.680323318,16667.24447,126886.1192,0,8597754.31,4786408,385,71,1.796285296,22331.82938,121095.1311,0,7082409.39,3996006,272,60,1.772372061,26038.26982,118040.1565,0,1.3925,-0.013312604,-0.009894484
J7186,"Injection, antihemophilic factor viii/von willebrand factor complex (human), per factor viii i.u.",Alphanate (J7186),Antihemophilic Factor/VWF,4894847.65,2727754,201,53,1.794460809,24352.47587,92355.61604,0,4931144.27,3701299,233,42,1.332273958,21163.70931,117408.1969,0,4185971.92,3396551,184,39,1.232418392,22749.84739,107332.6133,0,3977658.39,2886715,215,45,1.377918634,18500.7367,88392.40867,0,2883377.9,1619956,152,36,1.779911245,18969.59145,80093.83056,0,1.20075,0.291739004,-0.002033203
J7187,"Injection, von willebrand factor complex (humate-p), per iu vwf:rco",Humate-P,Antihemophilic Factor/VWF,25230927.35,17094499.9,1510,311,1.475967563,16709.22341,81128.38376,0,31423100.87,19954608,1544,324,1.574729049,20351.74927,96984.87923,0,27978364.35,17959679.4,1454,300,1.557843196,19242.34137,93261.2145,0,30821278.31,20540023,1477,300,1.50054741,20867.48701,102737.5944,0,31383880.81,19358890,1467,331,1.621161173,21393.23845,94815.34988,0,1.384,0.080379841,0.023734514
J7189,"Factor viia (antihemophilic factor, recombinant), (novoseven rt), 1 microgram",Novoseven RT,"Coagulation Factor VIIA,recomb",53810055.83,8148269,961,99,6.60386345,55993.8146,543535.9175,1,55643275.35,9441068,1047,111,5.893747969,53145.43969,501290.7689,1,61007123.72,11426625,1035,96,5.33903263,58944.08089,635490.8721,1,58923708.21,25005986,1055,120,2.356384116,55851.85612,491030.9018,0,67799644.38,24650175,1143,97,2.750473146,59317.27417,698965.406,0,2.48325,0.167243119,-0.196654563
J7190,"Factor viii (antihemophilic factor, human) per i.u.",Alphanate (J7190)*,Antihemophilic Factor/VWF*,14759228.68,8976357,603,73,1.6442337,24476.3328,202181.2148,0,15124882.04,8983910,828,73,1.683552266,18266.76575,207190.1649,0,15001471.31,9111608.9,541,69,1.646412996,27729.15214,217412.6277,0,15735422.23,11245551,482,66,1.399257558,32646.10421,238415.4883,0,13832760.95,8969469,403,56,1.542205113,34324.46886,247013.5884,0,1.09775,0.102159573,-0.015887726
J7192,"Factor viii (antihemophilic factor, recombinant) per i.u., not otherwise specified",Advate*,"Antihemophil.FVIII,full Length*",117861748,61654425.2,4330,629,1.911651071,27219.80323,187379.5676,0,102319393.2,54619299.8,3846,623,1.873319387,26604.1064,164236.5862,0,88706845.09,46404770,3376,570,1.91158894,26275.72426,155626.044,0,67557253.85,38482106.8,2510,456,1.755549773,26915.24058,148151.8725,0,58263688.18,32784408,2217,412,1.777176766,26280.41867,141416.7189,0,1.53125,0.012319214,-0.018070064
J7193,"Factor ix (antihemophilic factor, purified, non-recombinant) per i.u.",Alphanine SD*,Factor IX*,6271412.58,3369593,285,30,1.861178065,22004.95642,209047.086,0,4177658.01,2568775,243,26,1.626323057,17192.00827,160679.1542,0,5949985.63,4468195,280,22,1.331630699,21249.94868,270453.8923,0,3900663.28,3032693,141,20,1.286204466,27664.27858,195033.164,0,2349251.87,1682063,92,16,1.396649156,25535.34641,146828.2419,0,1.36175,0.085868689,-0.069267564
J7194,"Factor ix, complex, per i.u.",Bebulin*,"Factor IX Cplx(PCC)no6,3factor*",188351.29,94609,41,40,1.990839032,4593.933902,4708.78225,0,69013.52,50254,18,15,1.373294066,3834.084444,4600.901333,1,215897.05,141516,16,12,1.525601699,13493.56563,17991.42083,1,108513.87,69340,18,14,1.564953418,6028.548333,7750.990714,1,64042.21,39736,11,,1.61169242,5822.019091,,1,1.6295,0.029866066,-0.051447214
J7195,"Injection, factor ix (antihemophilic factor, recombinant) per iu, not otherwise specified",Benefix,Factor IX Human Recombinant,43552395.31,22045737,1179,218,1.975547259,36940.11477,199781.6299,0,37587828.31,18838651,1147,236,1.995250526,32770.5565,159270.4589,0,41703621.14,22938478,1236,225,1.818064003,33740.7938,185349.4273,0,39240782.51,22154551,1101,199,1.771228968,35641.0377,197189.8619,0,36565804.96,19725556,1043,217,1.853727467,35058.29814,168506.0136,0,1.7985,0.046576981,-0.015785825
J7197,"Antithrombin iii (human), per i.u.",Thrombate III,Antithrombin III (Plasma Der),90313.07,27342,13,13,3.303089386,6947.159231,6947.159231,1,121491.34,47783,22,11,2.542564092,5522.333636,11044.66727,1,133979.42,38644,23,,3.46701739,5825.192174,,1,107911.55,36817,13,,2.93102507,8300.888462,,1,194398.47,52159,18,,3.727035986,10799.915,,1,3.837479033,0.271581067,0.030649068
J7198,"Anti-inhibitor, per i.u.",Feiba*,Anti-Inhibitor Coagulant Comp.*,15889108.17,5163018,391,116,3.077484559,40637.10529,136975.0704,1,19374146.18,6924720,533,125,2.797823765,36349.24236,154993.1694,0,15994658.87,6270036,453,124,2.550967629,35308.29773,128989.1844,0,8905775.27,2969116,309,130,2.999470304,28821.27919,68505.96362,0,7517170.5,2623801,281,134,2.86499262,26751.49644,56098.28731,0,2.31425,-0.044833811,-0.017727679
J7200,"Injection, factor ix, (antihemophilic factor, recombinant), rixubis, per iu",Rixubis,Factor IX Human Recombinant,9441416.39,5724865,199,20,1.649194591,47444.30347,472070.8195,0,9054511.25,5844804,278,20,1.549155669,32570.18435,452725.5625,0,9791300.66,5689870,307,16,1.720830293,31893.48749,611956.2913,0,10580039.51,5764953,292,,1.835234305,36233.01202,,0,11433280.77,6302086,337,13,1.814205768,33926.64917,879483.1362,0,1.59275,-0.01145823,0.024126633
J7201,"Injection, factor ix, fc fusion protein, (recombinant), alprolix, 1 i.u.",Alprolix,"Factor IX Rec, Fc Fusion Protn",54264032.29,12839436,1293,82,4.226356383,41967.54237,661756.4913,1,54628099.86,12456996,1192,72,4.385334944,45828.94284,758723.6092,1,58702153.38,13288481.8,1151,94,4.417521449,51001.00207,624490.9934,1,65841028,17205019,1320,86,3.82685006,49879.56667,765593.3488,0,63475329.33,16433808,1388,84,3.86248454,45731.50528,755658.6825,0,3.522,0.0093117,-0.022256
